test_ligand,auroc,aupr,aupr_corrected,pearson,receiver_context,ligand_clean,n_receiver_genes,n_background_genes,n_potential_ligands,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet,activity_rank_within_receiver
SEMA3D,0.5365294228768478,0.06200863806923377,0.011872703317914401,0.03174161119882249,Astrocytes,SEMA3D,627,12506,228,SEMA3D,24,0.27587223290084606,0.08344437318939052,Astrocyte,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NRP1_PLXNA1;NRP1_PLXNA2;NRP1_PLXNA3;NRP2_PLXNA2;NRP2_PLXNA3,SEMA3D - NRP1/PLXNA1;SEMA3D - NRP1/PLXNA2;SEMA3D - NRP1/PLXNA3;SEMA3D - NRP2/PLXNA2;SEMA3D - NRP2/PLXNA3,TRUE,143
VEGFC,0.5475456063955894,0.06350534392876774,0.013369409177448367,0.031712019406845135,Astrocytes,VEGFC,627,12506,228,VEGFC,18,0.486099416294448,0.1946848585222186,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CCBE1;ITGA9;ITGB1;LYVE1,VEGFC - CCBE1;VEGFC - ITGA9;VEGFC - ITGB1;VEGFC - LYVE1,FALSE,144
F8,0.5460702030965343,0.062427547664346945,0.012291612913027578,0.03153538446262589,Astrocytes,F8,627,12506,228,F8,6,0.697689369044557,0.5750773458583475,Vascular,Astrocyte,CapEC_ActMid,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LRP1;LRP4,F8 - LRP1;F8 - LRP4,TRUE,145
CALR,0.5510820631156831,0.06388803555043353,0.01375210079911416,0.03152421959475264,Astrocytes,CALR,627,12506,228,CALR,28,0.99709393186248,0.27963110915396827,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGA3;ITGAV;LRP1;TSHR,CALR - ITGA3;CALR - ITGAV;CALR - LRP1;CALR - TSHR,TRUE,146
COL5A2,0.5448616451935019,0.06441641929559304,0.01428048454427367,0.0314630318945383,Astrocytes,COL5A2,627,12506,228,COL5A2,6,0.20509201826539017,0.13753336467076252,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,DDR1,COL5A2 - DDR1,TRUE,147
SEMA4A,0.5408572859802586,0.06184902558396208,0.011713090832642714,0.03138120226125785,Astrocytes,SEMA4A,627,12506,228,SEMA4A,1,0.059855380621741,0.059855380621741,Astrocyte,Astrocyte,Astro_Reactive,Astro_Intermediate,PLXNB1,SEMA4A - PLXNB1,TRUE,148
F10,0.5435207722525901,0.06213533554646462,0.011999400795145256,0.03134002418313729,Astrocytes,F10,627,12506,228,F10,6,1.64059012489208,1.1170899449724263,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,F3,F10 - F3,TRUE,149
MADCAM1,0.5382734841066863,0.06079172973874042,0.01065579498742105,0.031058606578917358,Astrocytes,MADCAM1,627,12506,228,MADCAM1,1,0.551041363840839,0.551041363840839,Astrocyte,Astrocyte,Astro_Intermediate,Astro_Intermediate,CD44,MADCAM1 - CD44,TRUE,150
MFNG,0.5387649495517883,0.05941804968493337,0.009282114933614,0.030994645455093138,Astrocytes,MFNG,627,12506,228,MFNG,12,1.60106769048576,0.6721390335680381,Microglia;Vascular,Astrocyte,CapEC_ActLow;Cerebrovascular_Pericyte;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NOTCH1;NOTCH2,MFNG - NOTCH1;MFNG - NOTCH2,TRUE,151
HSP90B1,0.5434502176585725,0.06292049488282456,0.012784560131505189,0.03095434258497096,Astrocytes,HSP90B1,627,12506,228,HSP90B1,18,0.6064347362704701,0.19743836221796432,Microglia;Vascular,Astrocyte,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ERBB2;LRP1,HSP90B1 - ERBB2;HSP90B1 - LRP1,TRUE,152
COL6A1,0.543687861105597,0.06268383932199302,0.012547904570673653,0.030855422694217635,Astrocytes,COL6A1,627,12506,228,COL6A1,34,1.21146437194579,0.2959046577483934,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6;ITGA9_ITGB1,COL6A1 - CD44;COL6A1 - ITGA2/ITGB1;COL6A1 - ITGA3/ITGB1;COL6A1 - ITGA6;COL6A1 - ITGA9/ITGB1,TRUE,153
COL11A1,0.5450898231811918,0.06289960949284094,0.012763674741521576,0.030846707878546122,Astrocytes,COL11A1,627,12506,228,COL11A1,4,0.4203196615757009,0.30597155681295823,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,DDR1;ITGA2_ITGB1,COL11A1 - DDR1;COL11A1 - ITGA2/ITGB1,TRUE,154
COL1A1,0.5404207336254581,0.062189938504771856,0.012054003753452489,0.030762144139949606,Astrocytes,COL1A1,627,12506,228,COL1A1,31,3.16870870219874,0.5934549142211687,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DDR1;DDR2;ITGA2_ITGB1;ITGA3_ITGB1,COL1A1 - CD44;COL1A1 - DDR1;COL1A1 - DDR2;COL1A1 - ITGA2/ITGB1;COL1A1 - ITGA3/ITGB1,TRUE,155
ITGB2,0.5403801865514486,0.061809131376187744,0.011673196624868376,0.030646683567111838,Astrocytes,ITGB2,627,12506,228,ITGB2,5,0.522528623479442,0.28898311457022385,Microglia,Astrocyte,Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD226;THY1,ITGB2 - CD226;ITGB2 - THY1,TRUE,156
NRXN1,0.5406585784652335,0.05911266069881245,0.008976725947493082,0.03036243760168513,Astrocytes,NRXN1,627,12506,228,NRXN1,5,0.17583969835142987,0.06505674560149977,Astrocyte,Astrocyte,Astro_Intermediate;Astro_Reactive,Astro_Homeostatic;Astro_Intermediate,NLGN2;NLGN3,NRXN1 - NLGN2;NRXN1 - NLGN3,TRUE,157
SEMA3C,0.5395989840675511,0.059433680404538974,0.0092977456532196065,0.030271140746832702,Astrocytes,SEMA3C,627,12506,228,SEMA3C,10,0.51715291407232,0.35762334436516163,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NRP1_NRP2_PLXND1;NRP1_PLXNA1;NRP1_PLXNA2;NRP1_PLXNA3,SEMA3C - NRP1/NRP2/PLXND1;SEMA3C - NRP1/PLXNA1;SEMA3C - NRP1/PLXNA2;SEMA3C - NRP1/PLXNA3,TRUE,158
LAMC1,0.5425953725584636,0.06152503610962123,0.011389101358301859,0.03005573390440819,Astrocytes,LAMC1,627,12506,228,LAMC1,41,1.42247037466222,0.2864931711945812,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMC1 - CD44;LAMC1 - DAG1;LAMC1 - ITGA2/ITGB1;LAMC1 - ITGA3/ITGB1;LAMC1 - ITGA6/ITGB1,TRUE,159
TNC,0.547068708359531,0.06343741852619014,0.013301483774870775,0.02998468412737327,Astrocytes,TNC,627,12506,228,TNC,33,1.43529927701222,0.6792861149770784,Astrocyte,Astrocyte,Astro_Homeostatic;Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CNTN1;EGFR;ITGA7;ITGA9_ITGB1;PTPRZ1,TNC - CNTN1;TNC - EGFR;TNC - ITGA7;TNC - ITGA9/ITGB1;TNC - PTPRZ1,TRUE,160
PROS1,0.5413088756605174,0.062053467737543194,0.011917532986223826,0.029958259899117518,Astrocytes,PROS1,627,12506,228,PROS1,28,0.78054166180121,0.16240582206662693,Microglia;Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,AXL;MERTK;TYRO3,PROS1 - AXL;PROS1 - MERTK;PROS1 - TYRO3,TRUE,161
SEMA3B,0.5463639679903666,0.06287529240429988,0.012739357652980517,0.02966943632760081,Astrocytes,SEMA3B,627,12506,228,SEMA3B,12,0.23685396265992203,0.08696025102217392,Astrocyte;Vascular,Astrocyte,Astro_Reactive;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NRP1_PLXNA1;NRP1_PLXNA2;NRP1_PLXNA3;NRP2_PLXNA2,SEMA3B - NRP1/PLXNA1;SEMA3B - NRP1/PLXNA2;SEMA3B - NRP1/PLXNA3;SEMA3B - NRP2/PLXNA2,TRUE,162
LTBP1,0.5283829518081906,0.0626383437585791,0.012502409007259734,0.02966270847269728,Astrocytes,LTBP1,627,12506,228,LTBP1,11,0.45820902219178694,0.24674224171746656,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB5,LTBP1 - ITGB5,TRUE,163
DLL1,0.541500534429233,0.06147744668781037,0.011341511936491001,0.029562378790265367,Astrocytes,DLL1,627,12506,228,DLL1,7,0.654143527629542,0.3670090616539013,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NOTCH2,DLL1 - NOTCH2,TRUE,164
ADAM15,0.5338745293619226,0.06080266206920889,0.010666727317889521,0.029093923269612777,Astrocytes,ADAM15,627,12506,228,ADAM15,16,0.7409357510052499,0.19810348585058665,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGA9;ITGAV;ITGB1,ADAM15 - ITGA9;ADAM15 - ITGAV;ADAM15 - ITGB1,TRUE,165
GNAS,0.5458599490637449,0.06332571723196957,0.013189782480650204,0.028878815741418266,Astrocytes,GNAS,627,12506,228,GNAS,54,0.9770437688944198,0.19140554920116423,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADCY1;ADCY8;ADCY9;ADORA1;TSHR,GNAS - ADCY1;GNAS - ADCY8;GNAS - ADCY9;GNAS - ADORA1;GNAS - TSHR,TRUE,166
IL34,0.5296066812985201,0.05941871555066224,0.009282780799342874,0.028746699817833593,Astrocytes,IL34,627,12506,228,IL34,3,0.8399573668173601,0.7282768282874235,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,PTPRZ1,IL34 - PTPRZ1,TRUE,167
TIMP2,0.5387818665429303,0.06160675004237001,0.011470815291050644,0.028726270117450162,Astrocytes,TIMP2,627,12506,228,TIMP2,22,1.4323708827306203,0.3463131754117911,Astrocyte;Microglia;Vascular,Astrocyte,Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;ITGA3;ITGB1,TIMP2 - CD44;TIMP2 - ITGA3;TIMP2 - ITGB1,TRUE,168
LAMB1,0.5398846932513154,0.06145117849930198,0.011315243747982609,0.02869582429701813,Astrocytes,LAMB1,627,12506,228,LAMB1,18,0.79478613443524,0.35524547931646566,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMB1 - CD44;LAMB1 - DAG1;LAMB1 - ITGA2/ITGB1;LAMB1 - ITGA3/ITGB1;LAMB1 - ITGA6/ITGB1,TRUE,169
MFGE8,0.5366797961314623,0.06093175971563236,0.010795824964312993,0.028671307334575517,Astrocytes,MFGE8,627,12506,228,MFGE8,20,0.80864193999216,0.3030034134581664,Astrocyte;Vascular,Astrocyte,Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGAV;ITGB5;PDGFRB,MFGE8 - ITGAV;MFGE8 - ITGB5;MFGE8 - PDGFRB,TRUE,170
SERPINE1,0.535687064127346,0.06127196740534314,0.01113603265402377,0.028566257440676954,Astrocytes,SERPINE1,627,12506,228,SERPINE1,12,0.772694019450492,0.42013205144788957,Microglia;Vascular,Astrocyte,Cerebrovascular_Venous;Micro_Homeostatic,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB5;LRP1,SERPINE1 - ITGB5;SERPINE1 - LRP1,TRUE,171
HBEGF,0.5466189312140364,0.06284116935351931,0.012705234602199945,0.02820965181594989,Astrocytes,HBEGF,627,12506,228,HBEGF,20,2.98143160665996,0.5381220369085655,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD44;CD82;EGFR_ERBB2;ERBB2_ERBB4,HBEGF - CD44;HBEGF - CD82;HBEGF - EGFR/ERBB2;HBEGF - ERBB2/ERBB4,TRUE,172
ECM1,0.5324937806561711,0.06014612163575063,0.010010186884431262,0.027361165279378277,Astrocytes,ECM1,627,12506,228,ECM1,6,1.05428768358584,0.44672577564660065,Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB4,ECM1 - ITGB4,TRUE,173
PLTP,0.5436444945330611,0.0613955045751276,0.011259569823808234,0.027338106705919914,Astrocytes,PLTP,627,12506,228,PLTP,7,0.6185252626374901,0.25942406787300737,Microglia;Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ABCA1,PLTP - ABCA1,TRUE,174
VEGFB,0.5281440328737418,0.06057004131434725,0.01043410656302788,0.027274293137961488,Astrocytes,VEGFB,627,12506,228,VEGFB,11,0.762368873629996,0.40248067688845957,Microglia;Vascular,Astrocyte,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,NRP1,VEGFB - NRP1,TRUE,175
NTN1,0.5377408674093203,0.06136397275031947,0.011228037999000101,0.027139932465088584,Astrocytes,NTN1,627,12506,228,NTN1,7,0.24406607795151003,0.09828559185568707,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate,ADORA2B;NEO1,NTN1 - ADORA2B;NTN1 - NEO1,TRUE,176
CALCB,0.5481801949562392,0.06229490320771163,0.012158968456392263,0.026979362861608545,Astrocytes,CALCB,627,12506,228,CALCB,8,0.12498183631107396,0.04749149575717038,Astrocyte,Astrocyte,Astro_Homeostatic;Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADCYAP1R1;PTH1R;RAMP1,CALCB - ADCYAP1R1;CALCB - PTH1R;CALCB - RAMP1,TRUE,177
THBS1,0.5345692672244183,0.060560232378379014,0.010424297627059646,0.0268191167690652,Astrocytes,THBS1,627,12506,228,THBS1,27,0.7539729411821271,0.26103264172231305,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD47;ITGA3_ITGB1;ITGA6;LRP1;PTPRJ,THBS1 - CD47;THBS1 - ITGA3/ITGB1;THBS1 - ITGA6;THBS1 - LRP1;THBS1 - PTPRJ,TRUE,178
EDN1,0.5455814228881244,0.06392617948542624,0.013790244734106873,0.026335673764060853,Astrocytes,EDN1,627,12506,228,EDN1,3,0.9378978847781598,0.5748485840327733,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EDNRB,EDN1 - EDNRB,TRUE,179
GRN,0.541470392647394,0.061947491190677335,0.011811556439357968,0.026282515768976743,Astrocytes,GRN,627,12506,228,GRN,16,0.93597331417369,0.22861726912996375,Microglia;Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR;TNFRSF1A,GRN - EGFR;GRN - TNFRSF1A,TRUE,180
LGI4,0.5414918745409075,0.061280838753643055,0.011144904002323687,0.026149758680477694,Astrocytes,LGI4,627,12506,228,LGI4,9,0.2752283055290428,0.12181660616798975,Astrocyte,Astrocyte,Astro_Intermediate;Astro_Reactive,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ADAM22;ADAM23,LGI4 - ADAM22;LGI4 - ADAM23,TRUE,181
KITLG,0.5391239656971761,0.06102603086172897,0.0108900961104096,0.025888351187095572,Astrocytes,KITLG,627,12506,228,KITLG,6,0.4651445141783229,0.22112433306266469,Astrocyte;Vascular,Astrocyte,Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EPOR;LRRN3,KITLG - EPOR;KITLG - LRRN3,TRUE,182
NID1,0.5300612918700569,0.0592996604634523,0.009163725712132934,0.02585909550955394,Astrocytes,NID1,627,12506,228,NID1,21,0.6143674885049102,0.2620917103894319,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGA3;ITGAV;ITGB1;PTPRF,NID1 - ITGA3;NID1 - ITGAV;NID1 - ITGB1;NID1 - PTPRF,TRUE,183
PLAT,0.5454853585455558,0.0614386754769832,0.011302740725663833,0.02531664314112714,Astrocytes,PLAT,627,12506,228,PLAT,9,0.9334550551999504,0.3663861697635784,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LRP1,PLAT - LRP1,TRUE,184
ANGPT1,0.5473075601630635,0.06263043128236156,0.012494496531042197,0.025282675912322528,Astrocytes,ANGPT1,627,12506,228,ANGPT1,6,0.28388809111707003,0.20908506338934,Astrocyte,Astrocyte,Astro_Homeostatic;Astro_Intermediate,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB1,ANGPT1 - ITGB1,TRUE,185
LGI2,0.531425593501082,0.05870095670550251,0.008565021954183141,0.025046661976000924,Astrocytes,LGI2,627,12506,228,LGI2,1,0.089557789469034,0.089557789469034,Vascular,Astrocyte,CapEC_ActHigh,Astro_Reactive,ADAM23,LGI2 - ADAM23,TRUE,186
CXCL12,0.5403299726253559,0.06118137455957795,0.011045439808258582,0.024991109834964345,Astrocytes,CXCL12,627,12506,228,CXCL12,9,0.4685975907145121,0.232934554230106,Microglia;Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACKR3;ITGB1;SDC4,CXCL12 - ACKR3;CXCL12 - ITGB1;CXCL12 - SDC4,TRUE,187
MDK,0.5343203457832996,0.06048159336427589,0.01034565861295652,0.024841139249595925,Astrocytes,MDK,627,12506,228,MDK,29,0.6889161917538511,0.24180614855086008,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ALK;ITGA6_ITGB1;LRP1;NOTCH2;PTPRZ1,MDK - ALK;MDK - ITGA6/ITGB1;MDK - LRP1;MDK - NOTCH2;MDK - PTPRZ1,TRUE,188
DKK3,0.5237747499943943,0.05887211625912723,0.00873618150780786,0.023914225118334256,Astrocytes,DKK3,627,12506,228,DKK3,7,1.1271389628394402,0.5076159593829177,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,KREMEN1,DKK3 - KREMEN1,TRUE,189
SERPINE2,0.531005891006512,0.05801743759333263,0.007881502842013263,0.023902081406449387,Astrocytes,SERPINE2,627,12506,228,SERPINE2,5,1.1986312477717995,0.6180126699329881,Astrocyte;Vascular,Astrocyte,Astro_Intermediate;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,LRP1,SERPINE2 - LRP1,TRUE,190
CD99,0.5452980632864632,0.06239790423102683,0.012261969479707459,0.023329471113165683,Astrocytes,CD99,627,12506,228,CD99,10,0.9597272504698796,0.2813545491249266,Vascular,Astrocyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CD81;CD99L2;PILRA;PILRB,CD99 - CD81;CD99 - CD99L2;CD99 - PILRA;CD99 - PILRB,TRUE,191
WNT6,0.5314650664804184,0.059508982380358205,0.009373047629038837,0.0228259625093319,Astrocytes,WNT6,627,12506,228,WNT6,26,0.4109823407812428,0.33613434706117185,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,FZD3_LRP5;FZD3_LRP6;FZD4_LRP5;FZD4_LRP6;FZD6_LRP5,WNT6 - FZD3/LRP5;WNT6 - FZD3/LRP6;WNT6 - FZD4/LRP5;WNT6 - FZD4/LRP6;WNT6 - FZD6/LRP5,TRUE,192
LGALS1,0.5449677791736536,0.062871071942046,0.01273513719072663,0.022720285195223525,Astrocytes,LGALS1,627,12506,228,LGALS1,3,0.6332581567929301,0.5893715614963401,Vascular,Astrocyte,Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ITGB1,LGALS1 - ITGB1,TRUE,193
NRG1,0.5386385420346289,0.059978407038719005,0.009842472287399637,0.02271444576676042,Astrocytes,NRG1,627,12506,228,NRG1,6,0.7294664108177529,0.4125996286622895,Vascular,Astrocyte,Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EGFR;ERBB2_ERBB4;LGR4,NRG1 - EGFR;NRG1 - ERBB2/ERBB4;NRG1 - LGR4,TRUE,194
ADM,0.5440493610949221,0.0593995224017097,0.009263587650390336,0.022638361214902206,Astrocytes,ADM,627,12506,228,ADM,30,0.487398498024615,0.19883910427774187,Vascular,Astrocyte,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ACKR3;ADCYAP1R1;CALCRL;PTH1R;RAMP1,ADM - ACKR3;ADM - ADCYAP1R1;ADM - CALCRL;ADM - PTH1R;ADM - RAMP1,TRUE,195
IGFBP4,0.5281561164388423,0.0576951801538949,0.007559245402575535,0.02253491969795872,Astrocytes,IGFBP4,627,12506,228,IGFBP4,19,0.6685387820166804,0.2598638115355843,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,FZD8;LRP6,IGFBP4 - FZD8;IGFBP4 - LRP6,TRUE,196
ANOS1,0.5232569020988227,0.05851088206068877,0.008374947309369399,0.022103445977060772,Astrocytes,ANOS1,627,12506,228,ANOS1,12,0.99201503163713,0.5284489487675766,Astrocyte;Microglia,Astrocyte,Astro_Intermediate;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,FGFR1;SDC2,ANOS1 - FGFR1;ANOS1 - SDC2,TRUE,197
NECTIN3,0.5429204204597308,0.060760079305016916,0.010624144553697548,0.02116554271181597,Astrocytes,NECTIN3,627,12506,228,NECTIN3,7,0.7653313610527601,0.2976694086094552,Microglia;Vascular,Astrocyte,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CADM1;NECTIN2,NECTIN3 - CADM1;NECTIN3 - NECTIN2,TRUE,198
NECTIN2,0.5343988889564667,0.059367615505952445,0.009231680754633077,0.021127251211889526,Astrocytes,NECTIN2,627,12506,228,NECTIN2,3,0.391495757188591,0.16687463020124144,Vascular,Astrocyte,CapEC_ActHigh;Cerebrovascular_Pericyte,Astro_Homeostatic;Astro_Reactive,CD226,NECTIN2 - CD226,TRUE,199
PTN,0.5331327998573608,0.059410395123542695,0.009274460372223327,0.020243511694412214,Astrocytes,PTN,627,12506,228,PTN,79,1.5047076487273503,0.46326807069056203,Astrocyte;Vascular,Astrocyte,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,ALK;CDH10;NCL;PLXNB2;PTPRS,PTN - ALK;PTN - CDH10;PTN - NCL;PTN - PLXNB2;PTN - PTPRS,TRUE,200
APP,0.5397950734768027,0.06074185507996091,0.010605920328641542,0.019566285685532554,Astrocytes,APP,627,12506,228,APP,14,0.941847240700294,0.26432982591610876,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,GPC1;LRP1;NOTCH2,APP - GPC1;APP - LRP1;APP - NOTCH2,TRUE,201
CADM3,0.5301607127584864,0.05704983669512128,0.006913901943801912,0.01947130598470913,Astrocytes,CADM3,627,12506,228,CADM3,3,0.887674542344034,0.6532338044929873,Vascular,Astrocyte,CapEC_ActHigh,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CADM1,CADM3 - CADM1,TRUE,202
EDN3,0.5471291261850447,0.0630141622662705,0.012878227514951136,0.01941270921824605,Astrocytes,EDN3,627,12506,228,EDN3,12,0.969376827006222,0.508370342847927,Vascular,Astrocyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,EDNRB,EDN3 - EDNRB,TRUE,203
